Coordinates,Intro Number,Enactment Date,Enactment Year,Enactment Number,Category,Borough,New Name,Present Name,Membership,Biographical Information,Limits,Zip Code,Introduced by Council Member(s),Notes,geometry,centroid,latitude,longitude,pct_male_named_streets,pct_male_pop
"MULTILINESTRING ((-73.73497283699999 40.67396843600005, -73.73611545799997 40.674558372000035, -73.73678928699997 40.67490626700004, -73.73767113999997 40.67517678100006, -73.73873865899998 40.67553887400004, -73.74031187999998 40.67607249200006, -73.74214107599994 40.67669292800008, -73.74310425099998 40.677019621000056, -73.74402202699997 40.67733091300005, -73.74502575699995 40.67769511300003, -73.74595473499994 40.67798644700008, -73.74638336599998 40.67814197300004, -73.74737557999998 40.67845313500004, -73.74824688499996 40.67870527400004, -73.74967193399993 40.679152170000066, -73.75108971499998 40.67959678500006, -73.75210752199996 40.67993707100004, -73.75283098499995 40.680087237000066, -73.75320856099995 40.68014106600003, -73.75514841299997 40.68024589600003, -73.75559902499998 40.68018080500008, -73.75625884799996 40.67994892000007, -73.75869429399995 40.67899696000006, -73.75962233799999 40.678923732000044, -73.76036799199994 40.679102734000026, -73.76148713899994 40.67968050600007, -73.76395678799997 40.68084391200006, -73.76562512199996 40.68166973500007, -73.76669523599998 40.682173833000036, -73.76780058499997 40.68272097000005, -73.76975840599994 40.683789165000064, -73.77100026899996 40.684482745000025, -73.77182844699996 40.68493459200005, -73.77238219699996 40.68523671200006, -73.77284372199995 40.68558475400005, -73.77338405699999 40.68597906200006, -73.77409821999998 40.686484120000046, -73.77486311199993 40.687025050000045, -73.77565706499996 40.687586527000065, -73.77629370299996 40.68805109700003, -73.77679602199998 40.688565158000074, -73.77717441999994 40.688952398000026, -73.77755826999999 40.68947996900005, -73.77794171299996 40.69000697700005, -73.77832269899994 40.69049889200005, -73.77873830899995 40.69103550900007, -73.77923380099998 40.69167526100006, -73.77964352399994 40.69223836800006, -73.78027553899994 40.69302027300006, -73.78077681299999 40.693667471000026, -73.78126179199995 40.69424041000008, -73.78158343299998 40.69463832100007, -73.78199215799998 40.695103233000054, -73.78241041099994 40.69559733300008, -73.78277803999998 40.69601549300006, -73.78307020899996 40.69627250000008, -73.78372213299997 40.69674816300005, -73.78445567699998 40.69726684400007, -73.78483013099998 40.69754005200008, -73.78585559399994 40.69793632400007, -73.78657218199999 40.698213235000026, -73.78689659899999 40.69839438400004, -73.78799778899997 40.69934381100006, -73.78873539699998 40.70004536300007, -73.78941400299993 40.700690791000056, -73.79001835999998 40.701309157000026, -73.79066390499997 40.70193951600004, -73.79109037599994 40.70226994500007, -73.79119404299996 40.70232344600004, -73.79128678299998 40.702428922000024, -73.79148693899998 40.702665350000075, -73.79170857499997 40.702969910000036, -73.79202988299994 40.703384690000064, -73.79257766099994 40.704075585000055, -73.79289076199996 40.70447976500003, -73.79312452899995 40.70478153100004, -73.79334398299994 40.705083082000044, -73.79360244899993 40.70538837400005, -73.79387134599995 40.70574557800006, -73.79391992499995 40.705812329000025))",Int. No. 968,07/20/2024,2024,2024/081,Street,Queens,Rev. Floyd H. Flake Way,Merrick Boulevard,Male,"Rev. Floyd H. Flake is a former member of the United States House of Representatives serving from 1987 to 1997, former president of Wilberforce University and senior pastor of the Greater Allen African Methodist Episcopal Cathedral. Greater Allen African",Between Jamaica Avenue and the Cross Island Parkway,11432,Adams,,"MULTILINESTRING ((-73.73497283699999 40.67396843600005, -73.73611545799997 40.674558372000035, -73.73678928699997 40.67490626700004, -73.73767113999997 40.67517678100006, -73.73873865899998 40.67553887400004, -73.74031187999998 40.67607249200006, -73.74214107599994 40.67669292800008, -73.74310425099998 40.677019621000056, -73.74402202699997 40.67733091300005, -73.74502575699995 40.67769511300003, -73.74595473499994 40.67798644700008, -73.74638336599998 40.67814197300004, -73.74737557999998 40.67845313500004, -73.74824688499996 40.67870527400004, -73.74967193399993 40.679152170000066, -73.75108971499998 40.67959678500006, -73.75210752199996 40.67993707100004, -73.75283098499995 40.680087237000066, -73.75320856099995 40.68014106600003, -73.75514841299997 40.68024589600003, -73.75559902499998 40.68018080500008, -73.75625884799996 40.67994892000007, -73.75869429399995 40.67899696000006, -73.75962233799999 40.678923732000044, -73.76036799199994 40.679102734000026, -73.76148713899994 40.67968050600007, -73.76395678799997 40.68084391200006, -73.76562512199996 40.68166973500007, -73.76669523599998 40.682173833000036, -73.76780058499997 40.68272097000005, -73.76975840599994 40.683789165000064, -73.77100026899996 40.684482745000025, -73.77182844699996 40.68493459200005, -73.77238219699996 40.68523671200006, -73.77284372199995 40.68558475400005, -73.77338405699999 40.68597906200006, -73.77409821999998 40.686484120000046, -73.77486311199993 40.687025050000045, -73.77565706499996 40.687586527000065, -73.77629370299996 40.68805109700003, -73.77679602199998 40.688565158000074, -73.77717441999994 40.688952398000026, -73.77755826999999 40.68947996900005, -73.77794171299996 40.69000697700005, -73.77832269899994 40.69049889200005, -73.77873830899995 40.69103550900007, -73.77923380099998 40.69167526100006, -73.77964352399994 40.69223836800006, -73.78027553899994 40.69302027300006, -73.78077681299999 40.693667471000026, -73.78126179199995 40.69424041000008, -73.78158343299998 40.69463832100007, -73.78199215799998 40.695103233000054, -73.78241041099994 40.69559733300008, -73.78277803999998 40.69601549300006, -73.78307020899996 40.69627250000008, -73.78372213299997 40.69674816300005, -73.78445567699998 40.69726684400007, -73.78483013099998 40.69754005200008, -73.78585559399994 40.69793632400007, -73.78657218199999 40.698213235000026, -73.78689659899999 40.69839438400004, -73.78799778899997 40.69934381100006, -73.78873539699998 40.70004536300007, -73.78941400299993 40.700690791000056, -73.79001835999998 40.701309157000026, -73.79066390499997 40.70193951600004, -73.79109037599994 40.70226994500007, -73.79119404299996 40.70232344600004, -73.79128678299998 40.702428922000024, -73.79148693899998 40.702665350000075, -73.79170857499997 40.702969910000036, -73.79202988299994 40.703384690000064, -73.79257766099994 40.704075585000055, -73.79289076199996 40.70447976500003, -73.79312452899995 40.70478153100004, -73.79334398299994 40.705083082000044, -73.79360244899993 40.70538837400005, -73.79387134599995 40.70574557800006, -73.79391992499995 40.705812329000025))",POINT (-73.76649127455187 40.68621891369824),40.68621891369824,-73.76649127455187,63.1%,49%
"MULTILINESTRING ((-73.99198911999997 40.72561699700003, -73.99225734099997 40.724862356000074))",Int. No. 342-A,02/18/2003,2003,2003/014,Street,Manhattan,Joey Ramone Place,Bowery,Male,"Legendary punk rocker Joey Ramone, the front man for America's premier punk band, the Ramones, died at the age of 49.  Born Jeffrey Hyman on May 19, 1951 in Forest Hills, Queens, the gawky geek decked out in sunglasses and black leather would found the R",between 1st Street and 2nd Street,10012,Gerson and Lopez,,"MULTILINESTRING ((-73.99198911999997 40.72561699700003, -73.99225734099997 40.724862356000074))",POINT (-73.99212323049997 40.725239676500046),40.725239676500046,-73.99212323049997,53.4%,48%
"MULTILINESTRING ((-73.90458699999994 40.75936649100004, -73.90483083699996 40.75736065600006))",Int. No. 991,12/26/2001,2001,2001/071,Street,Queens,Teddy White Place,57th Street,Male,"The four proposals listed above all refer to firefighters who lost their lives during the World Trade Center terrorist attack of September 11, 2001.  Where individuals are proposed to be memorialized, the information that follows was provided by Council",between 30th Avenue and 31st Avenue,11377,"McCaffrey, Sabini and Wooten; also, Council Member O’Donovan",,"MULTILINESTRING ((-73.90458699999994 40.75936649100004, -73.90483083699996 40.75736065600006))",POINT (-73.90470891849995 40.75836357350005),40.75836357350005,-73.90470891849995,63.1%,49%
"MULTILINESTRING ((-73.88087893199997 40.85759922600005, -73.88102377099995 40.85832953800008, -73.88060534599998 40.86027294000007, -73.88095135099996 40.86125070600008, -73.88205910399995 40.86212906000003, -73.88384008999998 40.86424679800007, -73.88394469699995 40.86450035400003, -73.88395810799994 40.86485533100006, -73.88371402699994 40.86537257900005, -73.88278866399997 40.866021670000066, -73.88194108599998 40.86638069500003, -73.88147035899993 40.866486171000076, -73.88098621999995 40.86672957700006, -73.88070899299998 40.86686895500003, -73.88006708799998 40.86731920700004, -73.88004392699997 40.86736828700003, -73.87896249299996 40.868141312000034, -73.87880826599996 40.86833603200006, -73.87865001599994 40.868506411000055, -73.87841129899994 40.86871735600005, -73.87814307799994 40.868879621000076, -73.87785649699998 40.869001009000044, -73.87759758199996 40.86905136400003, -73.87738133099998 40.869052027000066, -73.87711042799998 40.86903174400004, -73.87679660899994 40.86896278200004, -73.87655278399995 40.86887245600008, -73.87628188099995 40.86873503800007, -73.87579774199997 40.868276637000065, -73.87556841299994 40.86796224600005, -73.87533237899999 40.867498769000065, -73.87511601699998 40.867202150000026, -73.87499039699998 40.86711845100007, -73.87487486899994 40.867059847000064, -73.87333547399999 40.86664989700006, -73.87270797699995 40.86641743200005, -73.87220492299997 40.86619148200003, -73.87172011399997 40.86590649200008, -73.87140361299998 40.865703145000055, -73.87114088199996 40.86552808700003, -73.87094755799995 40.865452352000034, -73.87062845499997 40.865406490000055, -73.87026857699993 40.865379543000074))",Int. No. 590-A,07/11/2011,2011,2011/047,Street,Bronx,Dr. Theodore Kazimiroff Way,Southern Boulevard,Male,"Dr. Theodore Kazimiroff was born May 22, 1914, in the Borough of the Bronx.  He attended James Monroe High School and was graduated with honors from Manhattan College in 1936.  He was an associate professor on the faculty of the New York University Denta",Between Fordham Road and Allerton Avenue,10467,Koppell,,"MULTILINESTRING ((-73.88087893199997 40.85759922600005, -73.88102377099995 40.85832953800008, -73.88060534599998 40.86027294000007, -73.88095135099996 40.86125070600008, -73.88205910399995 40.86212906000003, -73.88384008999998 40.86424679800007, -73.88394469699995 40.86450035400003, -73.88395810799994 40.86485533100006, -73.88371402699994 40.86537257900005, -73.88278866399997 40.866021670000066, -73.88194108599998 40.86638069500003, -73.88147035899993 40.866486171000076, -73.88098621999995 40.86672957700006, -73.88070899299998 40.86686895500003, -73.88006708799998 40.86731920700004, -73.88004392699997 40.86736828700003, -73.87896249299996 40.868141312000034, -73.87880826599996 40.86833603200006, -73.87865001599994 40.868506411000055, -73.87841129899994 40.86871735600005, -73.87814307799994 40.868879621000076, -73.87785649699998 40.869001009000044, -73.87759758199996 40.86905136400003, -73.87738133099998 40.869052027000066, -73.87711042799998 40.86903174400004, -73.87679660899994 40.86896278200004, -73.87655278399995 40.86887245600008, -73.87628188099995 40.86873503800007, -73.87579774199997 40.868276637000065, -73.87556841299994 40.86796224600005, -73.87533237899999 40.867498769000065, -73.87511601699998 40.867202150000026, -73.87499039699998 40.86711845100007, -73.87487486899994 40.867059847000064, -73.87333547399999 40.86664989700006, -73.87270797699995 40.86641743200005, -73.87220492299997 40.86619148200003, -73.87172011399997 40.86590649200008, -73.87140361299998 40.865703145000055, -73.87114088199996 40.86552808700003, -73.87094755799995 40.865452352000034, -73.87062845499997 40.865406490000055, -73.87026857699993 40.865379543000074))",POINT (-73.87885864292404 40.865113490584015),40.865113490584015,-73.87885864292404,64.7%,47%
"MULTILINESTRING ((-74.09774919399996 40.58407409900008, -74.09649550999995 40.58505940100008))",Int. No. 825,10/10/2008,2008,2008/048,Street,Staten Island,Joseph “Joe T” Trimarche Avenue,Vera Street,Male,"Joseph Trimarche was very dedicated to his family and the Staten Island Little League by coaching, umpiring and finally as a board member.  He also took tremendous pride in keeping the fields in the best possible condition and held the position of Head G",Between Naughton Avenue and Seaver Avenue,10305,Oddo,,"MULTILINESTRING ((-74.09774919399996 40.58407409900008, -74.09649550999995 40.58505940100008))",POINT (-74.09712235199996 40.584566750000086),40.584566750000086,-74.09712235199996,67.5%,49%
"MULTILINESTRING ((-73.88331441899999 40.85250326100004, -73.88378380499995 40.85158217400004))",Int. No. 1033,07/17/2009,2009,2009/046,Street,Bronx,Henry McKenzie Place,Prospect Avenue,Male,Henry McKenzie was a WWII veteran and was known as the Mayor of Prospect Avenue.  He lived on Prospect Avenue from 1968 until the day of his death where he repaired broken bicycles for the children in his community and worked as a mechanic at “The Tire,Between East 183rd Street and East 185th Street,10457,Rivera,,"MULTILINESTRING ((-73.88331441899999 40.85250326100004, -73.88378380499995 40.85158217400004))",POINT (-73.88354911199997 40.85204271750004),40.85204271750004,-73.88354911199997,64.7%,47%
"MULTILINESTRING ((-73.86818414199996 40.693244109000034, -73.86751895399993 40.69214320000003))",Int. No. 1278,01/20/2024,2024,2024/041,Street,Queens,SSA Orville M. Williams Way,Dexter Court,Male,Orville M. Williams served with the NYPD Division of School Safety for two years. He suffered a fatal heart attack after responding to a series of fights between students at school.,Between 85th Drive and 86th Road,11421,Holden and  Ariola,,"MULTILINESTRING ((-73.86818414199996 40.693244109000034, -73.86751895399993 40.69214320000003))",POINT (-73.86785154799995 40.69269365450003),40.69269365450003,-73.86785154799995,63.1%,49%
"MULTILINESTRING ((-73.76735070399997 40.759871832000044, -73.76749151999996 40.760379741000065))",Int. No. 1103-A,12/28/2009,2009,2009/092,Street,Queens,Sol Soskin Way,215th Street,Male,"Sol Soskin earned two Purple Hearts during World War II and was a member of the Allied Forces that liberated Rome and Nazi Concentration Camp in Salzburg, Austria.  He later went on to serve his community by being an active member of Community Board 11 f",Between 45th Road and Northern Boulevard,11361,Avella,,"MULTILINESTRING ((-73.76735070399997 40.759871832000044, -73.76749151999996 40.760379741000065))",POINT (-73.76742111199997 40.760125786500055),40.760125786500055,-73.76742111199997,63.1%,49%
"MULTILINESTRING ((-73.87401293099998 40.68666336200005, -73.87364278599995 40.685190815000055, -73.87320803699998 40.683461213000044, -73.87300442099996 40.68331144000007, -73.87256727599998 40.68157225700003))",Int. No. 556-A,06/14/2007,2007,2007/028,Street,Brooklyn,Officer Timothy M. Hurley Way,Pine Street,Male,"Police Officer Timothy M. Hurley grew up in Brooklyn on Euclid Avenue and attended Blessed Sacrament School, graduating in 1955. He then attended Franklin K. Lane High School, graduating in 1959. On June 7, 1968 Police Officer Hurley was appointed to the",Between Euclid Avenue and Crescent Street,11208,Dilan,,"MULTILINESTRING ((-73.87401293099998 40.68666336200005, -73.87364278599995 40.685190815000055, -73.87320803699998 40.683461213000044, -73.87300442099996 40.68331144000007, -73.87256727599998 40.68157225700003))",POINT (-73.87331012365361 40.68410436063215),40.68410436063215,-73.87331012365361,66.3%,48%
"MULTILINESTRING ((-73.85595404299994 40.86049542100005, -73.85592185599995 40.86105530400005))",Int. No. 1613,06/24/2017,2017,2017/110,Street,Bronx,LEP Joseph A. Morabito Way,Laconia Avenue,Male,"Joseph A. Morabito served in law enforcement for over 34 years starting in the United States Navy from 1978 until 1982.  While in the Navy, he served on the USS Kitty Hawk, the Naval Investigation Service as a Military Police Officer and worked as an Und",Between Stell Place and Waring Avenue,10469,Vacca,,"MULTILINESTRING ((-73.85595404299994 40.86049542100005, -73.85592185599995 40.86105530400005))",POINT (-73.85593794949995 40.86077536250005),40.86077536250005,-73.85593794949995,64.7%,47%
"MULTILINESTRING ((-73.88822634099995 40.72846239300003, -73.88820488299996 40.727877000000035, -73.88820339999995 40.72783654800003))",Int. No. 988,07/29/2018,2018,2018/139,Street,Queens,FDNY Paramedic Lt. Mario Bastidas Way,73rd Place,Male,Lt. Mario Bastidas served as a paramedic for 26 years and then a Lt. Paramedic in the FDNY Emergency Medical Service Command.  He responded to the terrorist attacks on 9/11 and spent countless hours at the World Trade Center in rescue and recovery effort,Between 57th Avenue and the Queens Midtown Expressway,11378,Holden,,"MULTILINESTRING ((-73.88822634099995 40.72846239300003, -73.88820488299996 40.727877000000035, -73.88820339999995 40.72783654800003))",POINT (-73.88821487059474 40.728149470496554),40.728149470496554,-73.88821487059474,63.1%,49%
"MULTILINESTRING ((-73.86165957099996 40.74509858500005, -73.85963986699994 40.74570618000007))",Int. No. 289-A,05/23/2006,2006,2006/013,Street,Queens,Marlon A. Bustamante Place,47th Avenue,Male,"Marlon Bustamante is a local hero. He gave his life for his country in Iraq on February 1, 2006, in a roadside bombing in eastern Baghdad. He was on his second tour of duty with the 101st Airborne Division’s 502nd Infantry regiment based in Fort Campbe",Between 102nd and 104th Streets,11368,Monserrate,,"MULTILINESTRING ((-73.86165957099996 40.74509858500005, -73.85963986699994 40.74570618000007))",POINT (-73.86064971899995 40.74540238250006),40.74540238250006,-73.86064971899995,63.1%,49%
"MULTILINESTRING ((-73.94103471799997 40.82914366800003, -73.94049827699996 40.829880383000045, -73.94027297099996 40.830316725000046))",Int. No. 1045-A,07/01/2013,2013,2013/050,Street,Manhattan,Willie Mays Place,St. Nicholas Place,Male,"Willie Mays was born on May 6, 1931, in Westfield, Alabama, and began playing baseball at an early age. He played in the minor leagues for two seasons and was picked up by the New York Giants in 1951.  Although having no hits in his first twelve at bats,",Between 153rd Street and 155th Street,10032,Jackson,,"MULTILINESTRING ((-73.94103471799997 40.82914366800003, -73.94049827699996 40.829880383000045, -73.94027297099996 40.830316725000046))",POINT (-73.94063312775087 40.82971740906932),40.82971740906932,-73.94063312775087,53.4%,48%
